ogbn-arxiv,0,4.038947
ogbn-arxiv,1,4.452079
ogbn-arxiv,2,4.193141
ogbn-arxiv,3,5.791537
ogbn-arxiv,4,6.183649
ogbn-arxiv,5,6.838718
ogbn-arxiv,6,4.598013
ogbn-arxiv,7,4.973644
ogbn-arxiv,8,4.205812
ogbn-arxiv,9,5.084867
ogbn-arxiv,10,3.779790
ogbn-arxiv,11,5.318414
ogbn-arxiv,12,5.815268
ogbn-arxiv,13,6.728145
ogbn-arxiv,14,3.893783
ogbn-arxiv,15,4.182141
ogbn-arxiv,16,4.402948
ogbn-arxiv,17,5.903250
ogbn-arxiv,18,4.617084
ogbn-arxiv,19,5.798938
ogbn-arxiv,20,5.958883
ogbn-arxiv,21,6.961042
ogbn-arxiv,22,4.628564
ogbn-arxiv,23,4.434648
ogbn-arxiv,24,4.244213
ogbn-arxiv,25,4.939603
ogbn-arxiv,26,4.549942
ogbn-arxiv,27,5.589602
ogbn-arxiv,28,5.175190
ogbn-arxiv,29,6.088176
ogbn-arxiv,30,4.898332
ogbn-arxiv,31,3.652206
ogbn-arxiv,0,4.015084
ogbn-arxiv,1,4.699584
ogbn-arxiv,2,4.792626
ogbn-arxiv,3,4.543319
ogbn-arxiv,4,6.088573
ogbn-arxiv,5,6.824724
ogbn-arxiv,6,3.572842
ogbn-arxiv,7,4.849716
ogbn-arxiv,8,3.888121
ogbn-arxiv,9,4.607412
ogbn-arxiv,10,3.599322
ogbn-arxiv,11,5.987640
ogbn-arxiv,12,5.943459
ogbn-arxiv,13,5.546548
ogbn-arxiv,14,4.501148
ogbn-arxiv,15,4.179609
ogbn-arxiv,16,5.180148
ogbn-arxiv,17,5.449645
ogbn-arxiv,18,3.877440
ogbn-arxiv,19,6.438443
ogbn-arxiv,20,5.921387
ogbn-arxiv,21,5.753542
ogbn-arxiv,22,4.978342
ogbn-arxiv,23,3.847710
ogbn-arxiv,24,4.674592
ogbn-arxiv,25,4.617421
ogbn-arxiv,26,4.385575
ogbn-arxiv,27,6.886846
ogbn-arxiv,28,4.761225
ogbn-arxiv,29,6.884985
ogbn-arxiv,30,5.030663
ogbn-arxiv,31,3.685956
